country,self_identification,experience_range,salary_range,tech_do
Ukraine,Sr. Developer; Rockstar; Ninja; Expert,11+ years,"$100,000 - $110,000",Android; C++; C#; Cordova; Python
Germany,Ninja,11+ years,"$100,000 - $110,000",C++
Poland,Sr. Developer,6 - 10 years,"$100,000 - $110,000",C#; JavaScript; SharePoint; SQL Server
Italy,Developer,6 - 10 years,"$100,000 - $110,000",iOS; MongoDB; Objective-C; Swift
South Africa,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",AngularJS; Java; JavaScript; SQL
Canada,,11+ years,"$100,000 - $110,000",SQL Server; Visual Basic
Switzerland,Sr. Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; SharePoint
Brazil,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",JavaScript; ReactJS; Ruby; SQL
Italy,Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",Android; C; C++; C#; Java; JavaScript; Node.js; SQL Server
United Kingdom,Sr. Developer; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000",JavaScript; MongoDB; PHP; SQL; WordPress
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja; Guru; Expert,11+ years,"$100,000 - $110,000",C#; SQL
Denmark,Developer; Sr. Developer,11+ years,"$100,000 - $110,000",C#; JavaScript
Austria,Developer; Programmer; Sr. Developer; Full Stack Overflow Developer; Hacker,11+ years,"$100,000 - $110,000",Clojure; Java; ReactJS
United Kingdom,Developer,11+ years,"$100,000 - $110,000",iOS; Swift
United States,Developer; Programmer; Sr. Developer; Rockstar,11+ years,"$100,000 - $110,000",Android; Arduino / Raspberry Pi; C; C++; C#; iOS; Java; MongoDB; Objective-C; PHP; Python; Ruby; SQL; SQL Server; Swift; Visual Basic; WordPress
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",Android; CoffeeScript; Java; JavaScript; LAMP; Node.js; PHP; Python; Redis; Ruby; SQL
Denmark,Developer; Sr. Developer,6 - 10 years,"$100,000 - $110,000",AngularJS; JavaScript; Node.js; PHP; ReactJS
Denmark,Developer; Programmer; Sr. Developer; Rockstar; Full-stack Developer,11+ years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); PHP; SQL; WordPress"
Germany,Developer; Programmer; Sr. Developer; Manager; Rockstar; Expert; Full Stack Overflow Developer,11+ years,"$100,000 - $110,000",Android; C++; C#; JavaScript; MongoDB; Node.js; Python; SQL; Windows Phone
Netherlands,Developer; Engineer; Programmer; Full-stack Developer; Full Stack Overflow Developer,11+ years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; SQL Server"
United States,Programmer,2 - 5 years,"$100,000 - $110,000",SQL; SQL Server; Visual Basic
Ireland {Republic},Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server"
Spain,Engineer; Sr. Developer; Manager; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000",AngularJS; C++; JavaScript; Matlab; Node.js; Python; SQL
Ireland {Republic},Sr. Developer,11+ years,"$100,000 - $110,000","Cloud (AWS, GAE, Azure, etc.); PHP; SQL; SQL Server"
United States,Sr. Developer,11+ years,"$100,000 - $110,000",Android; Arduino / Raspberry Pi; C; C++; C#; iOS; Java; JavaScript; MongoDB; Objective-C; PHP; Python; Ruby; SQL; SQL Server; Swift; Visual Basic; WordPress
Panama,Developer; Sr. Developer,11+ years,"$100,000 - $110,000",C#; Java; JavaScript
United Kingdom,Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",JavaScript; PHP
United States,Engineer; Programmer; Sr. Developer; Full-stack Developer; Hacker,6 - 10 years,"$100,000 - $110,000",AngularJS; Java; JavaScript; SQL
United States,Sr. Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; LAMP; Perl; SQL; SQL Server
Canada,Developer; Programmer; Sr. Developer; Manager; Guru; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000",C; C++; Java; Python; SQL
United States,Sr. Developer,11+ years,"$100,000 - $110,000",C#; SQL; SQL Server
United States,Engineer; Sr. Developer; Manager,11+ years,"$100,000 - $110,000",C; SQL; Visual Basic
United States,Developer; Engineer; Programmer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",C; iOS; JavaScript; Objective-C; SQL; Swift
Australia,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000","AngularJS; Cordova; Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js"
United States,Developer; Programmer; Sr. Developer; Full-stack Developer; Hacker,11+ years,"$100,000 - $110,000",C#; JavaScript
Netherlands,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer,11+ years,"$100,000 - $110,000",AngularJS; C; Java; JavaScript; Node.js; Python
United Kingdom,Developer; Programmer; Sr. Developer; Manager; Guru,11+ years,"$100,000 - $110,000",AngularJS; C++; C#; MongoDB; Node.js; PHP; SQL; SQL Server
Germany,Engineer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); Hadoop; Java; JavaScript; LAMP; MongoDB; Node.js; PHP"
United States,Developer; Engineer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",Android; AngularJS; Java; JavaScript; Node.js; Scala
United States,Developer; Engineer; Programmer,11+ years,"$100,000 - $110,000",Objective-C; Swift
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000",C; C++; C#; SQL; SQL Server
Canada,,11+ years,"$100,000 - $110,000",C#; JavaScript; SQL; SQL Server
United States,Developer; Sr. Developer; Guru; Full-stack Developer,11+ years,"$100,000 - $110,000",JavaScript; LAMP; PHP; SQL; WordPress
Canada,Sr. Developer; Full Stack Overflow Developer; Hacker,11+ years,"$100,000 - $110,000",AngularJS; C#; Java; JavaScript; SQL; SQL Server; Visual Basic
New Zealand,Developer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; PHP; SQL; SQL Server
Belgium,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",Java; JavaScript; SQL
United Kingdom,Engineer; Sr. Developer; Ninja; Expert,11+ years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); MongoDB; Node.js; Python; ReactJS; Redis; SQL; SQL Server"
Canada,Developer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000",Java; Perl; SQL
United States,Developer,11+ years,"$100,000 - $110,000",iOS; Objective-C; Swift
United States,Developer,11+ years,"$100,000 - $110,000",C#; Cordova; JavaScript; LAMP; PHP; SQL; SQL Server; Visual Basic; WordPress
Austria,Programmer; Sr. Developer; Expert,6 - 10 years,"$100,000 - $110,000",Android; C++; C#; iOS
United States,Developer; Programmer; Sr. Developer; Manager; Rockstar; Expert; Hacker,11+ years,"$100,000 - $110,000",
United Kingdom,Developer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; SQL; SQL Server
France,Developer; Engineer; Expert; Full-stack Developer; Hacker,6 - 10 years,"$100,000 - $110,000","Android; Arduino / Raspberry Pi; C; C++; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; SQL"
Belgium,Developer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000",C#; SQL
Germany,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000",Android; C; C++; iOS; Java; JavaScript; Objective-C; Python; WordPress
Brazil,Developer; Engineer; Sr. Developer; Manager; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000",Java; JavaScript; MongoDB; Node.js
France,Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,6 - 10 years,"$100,000 - $110,000","Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; LAMP; Objective-C; Python; Redis; SQL; Swift"
Sweden,Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; SQL; SQL Server
Germany,Developer; Programmer; Sr. Developer; Ninja; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",iOS; JavaScript; Node.js; Objective-C
Canada,Engineer,11+ years,"$100,000 - $110,000",Java; Perl; Salesforce; SQL; Visual Basic
Australia,Developer; Ninja; Full-stack Developer,11+ years,"$100,000 - $110,000",C#; R; SQL; SQL Server
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",AngularJS; C#; JavaScript; Node.js; SQL Server
United States,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",JavaScript; LAMP; PHP; SQL
France,Developer; Engineer; Programmer; Sr. Developer; Manager; Expert; Hacker,11+ years,"$100,000 - $110,000",SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000","C++; Cloud (AWS, GAE, Azure, etc.); LAMP; PHP; Python"
Australia,Sr. Developer; Rockstar; Guru; Full-stack Developer,11+ years,"$100,000 - $110,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; Redis"
Canada,Sr. Developer; Manager; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000",C#; SQL Server
United Kingdom,Developer; Programmer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",Cordova; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; ReactJS; Rust
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$100,000 - $110,000",C++; iOS; JavaScript; Objective-C
United Kingdom,Developer; Engineer; Manager; Full-stack Developer; Hacker,11+ years,"$100,000 - $110,000",AngularJS; JavaScript; Python; Swift
United States,Engineer,2 - 5 years,"$100,000 - $110,000",C#; JavaScript
Canada,Developer; Programmer; Sr. Developer; Expert; Full-stack Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; ReactJS; Redis; SQL; SQL Server
Romania,Engineer,11+ years,"$100,000 - $110,000",Go
United States,Developer,2 - 5 years,"$100,000 - $110,000",AngularJS; C#; Java; JavaScript; PHP; SQL; SQL Server; Visual Basic
United States,Developer; Sr. Developer; Guru; Expert,11+ years,"$100,000 - $110,000",C; C++; C#; Java; JavaScript; LAMP; Python; SQL; SQL Server
United States,Developer; Programmer; Sr. Developer,2 - 5 years,"$100,000 - $110,000",AngularJS; JavaScript; LAMP; MongoDB; Node.js; PHP; Redis
Canada,Developer; Engineer,11+ years,"$100,000 - $110,000",C++; Java; Python
France,Sr. Developer; Full Stack Overflow Developer,6 - 10 years,"$100,000 - $110,000",AngularJS; CoffeeScript; JavaScript
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",JavaScript; Node.js
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",Arduino / Raspberry Pi; AngularJS; C#; JavaScript; SQL; SQL Server
France,Sr. Developer; Manager; Expert; Hacker,11+ years,"$100,000 - $110,000",SQL
Denmark,Full-stack Developer,11+ years,"$100,000 - $110,000",C#; JavaScript; Node.js; ReactJS; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000",Android; C#; iOS; JavaScript; Node.js; ReactJS; SQL Server
India,Rockstar,11+ years,"$100,000 - $110,000",R
Canada,Sr. Developer; Full-stack Developer; Hacker,11+ years,"$100,000 - $110,000","Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; Ruby"
United Kingdom,Developer; Programmer; Full-stack Developer,11+ years,"$100,000 - $110,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js"
United States,Engineer,6 - 10 years,"$100,000 - $110,000",AngularJS; Go; Python; Ruby
United States,Developer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$100,000 - $110,000","AngularJS; Cordova; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; Node.js; PHP; ReactJS; SQL; WordPress"
Australia,Developer; Engineer; Programmer; Sr. Developer; Hacker,6 - 10 years,"$100,000 - $110,000",AngularJS; CoffeeScript; MongoDB; Node.js; Perl; Redis
France,Engineer; Programmer; Sr. Developer; Manager; Expert; Full Stack Overflow Developer,11+ years,"$100,000 - $110,000",Android; C; Java; JavaScript
United States,Engineer,2 - 5 years,"$100,000 - $110,000",JavaScript
Spain,Developer; Engineer; Programmer; Sr. Developer; Manager; Ninja; Guru; Expert; Full-stack Developer; Hacker,11+ years,"$100,000 - $110,000","C++; C#; Cloud (AWS, GAE, Azure, etc.); LAMP; PHP; SQL"
United States,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$100,000 - $110,000",JavaScript; LAMP; PHP
Germany,Developer; Engineer; Sr. Developer; Expert,6 - 10 years,"$100,000 - $110,000",Go; iOS; Objective-C; Python; Ruby; Swift
United States,Developer; Full-stack Developer; Hacker,6 - 10 years,"$100,000 - $110,000","C#; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; ReactJS; SQL Server"
United States,Developer; Engineer; Programmer,11+ years,"$100,000 - $110,000",C; C++; C#; PHP; Visual Basic; Windows Phone
United States,Developer; Engineer; Programmer; Full-stack Developer,Less than 1 year,"$100,000 - $110,000",AngularJS; JavaScript; MongoDB; Node.js; WordPress
United Kingdom,,6 - 10 years,"$100,000 - $110,000",PHP; SQL; WordPress
United States,Developer; Engineer; Rockstar,6 - 10 years,"$110,000 - $120,000",C#; SQL; SQL Server
United States,Developer,11+ years,"$110,000 - $120,000",C; Java; Perl; Python; R
United States,Developer; Programmer; Sr. Developer; Expert; Hacker,11+ years,"$110,000 - $120,000",JavaScript; Python
United States,Developer; Engineer; Programmer; Sr. Developer; Expert,11+ years,"$110,000 - $120,000",Android; Java; JavaScript; SQL; SQL Server
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",Go; iOS; JavaScript; Objective-C; Perl; PHP; Python; Scala; SQL; WordPress
United States,Developer; Engineer; Programmer,2 - 5 years,"$110,000 - $120,000",AngularJS; Java; JavaScript; Node.js; Python; SQL
Sweden,Developer; Engineer,11+ years,"$110,000 - $120,000","Android; AngularJS; C#; CoffeeScript; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; LAMP; Node.js; ReactJS; Ruby; Swift"
United States,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,6 - 10 years,"$110,000 - $120,000","AngularJS; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; MongoDB; Node.js; Python"
Switzerland,Developer,11+ years,"$110,000 - $120,000",Java; JavaScript; SQL
Denmark,Developer,11+ years,"$110,000 - $120,000",AngularJS; C#; JavaScript
United Kingdom,Manager,11+ years,"$110,000 - $120,000",
United States,Developer; Engineer; Full-stack Developer,6 - 10 years,"$110,000 - $120,000","CoffeeScript; Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js; Python; ReactJS; Redis"
United States,Developer; Engineer; Programmer,2 - 5 years,"$110,000 - $120,000",Hadoop; Java; Python; SQL
United States,Sr. Developer,11+ years,"$110,000 - $120,000",C#; JavaScript; PHP; Salesforce; SharePoint; SQL; SQL Server; Visual Basic; WordPress
United States,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,11+ years,"$110,000 - $120,000",AngularJS; JavaScript; MongoDB; Node.js
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$110,000 - $120,000",C#; JavaScript; MongoDB; Python; SQL
Australia,Sr. Developer; Guru,11+ years,"$110,000 - $120,000",Java; JavaScript; SQL
Australia,Developer; Programmer; Manager; Expert; Full-stack Developer,11+ years,"$110,000 - $120,000",
United States,Developer,11+ years,"$110,000 - $120,000",AngularJS; C#; JavaScript; SQL; SQL Server
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer,11+ years,"$110,000 - $120,000",JavaScript; Ruby
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",Arduino / Raspberry Pi; JavaScript; PHP; Python
United States,Developer; Programmer; Full-stack Developer,11+ years,"$110,000 - $120,000",AngularJS; Java; JavaScript; Python; SQL; SQL Server
United States,Developer; Engineer; Programmer; Sr. Developer,6 - 10 years,"$110,000 - $120,000",JavaScript; Ruby; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer,11+ years,"$110,000 - $120,000","Android; Arduino / Raspberry Pi; AngularJS; C; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); JavaScript; SharePoint; SQL; SQL Server"
United States,Full-stack Developer,6 - 10 years,"$110,000 - $120,000",Java; JavaScript; MongoDB; Python; SQL
United States,Developer; Engineer,2 - 5 years,"$110,000 - $120,000",C; Python
United States,Engineer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",Android; Arduino / Raspberry Pi; C; C#; iOS; JavaScript; LAMP; Node.js; Perl; PHP; SQL; SQL Server; Visual Basic
United States,,6 - 10 years,"$110,000 - $120,000",Cassandra; Hadoop; JavaScript; Node.js; Python; ReactJS; Redis; SQL; SQL Server
United Kingdom,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000","C#; Cloud (AWS, GAE, Azure, etc.); SQL; SQL Server"
United States,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",C#; JavaScript; Node.js; SQL Server
United States,Engineer,6 - 10 years,"$110,000 - $120,000","Cloud (AWS, GAE, Azure, etc.); Python; Redis; SQL; SQL Server"
United States,Developer; Full-stack Developer,6 - 10 years,"$110,000 - $120,000",AngularJS; Java; JavaScript; SQL
United States,Developer; Engineer; Programmer; Sr. Developer; Hacker,11+ years,"$110,000 - $120,000",Clojure; JavaScript; Perl; Redis; SQL
United States,Developer; Engineer; Programmer; Rockstar; Ninja; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"$110,000 - $120,000",C++; C#; Java; JavaScript; Python; SQL
United Kingdom,Engineer; Ninja; Expert,11+ years,"$110,000 - $120,000",Cassandra; Java; JavaScript; SQL
United States,Engineer; Programmer; Sr. Developer; Manager,11+ years,"$110,000 - $120,000",Java; SQL
Germany,Developer; Manager; Rockstar; Hacker,11+ years,"$110,000 - $120,000",Java; JavaScript; MongoDB; Python; ReactJS
United States,Engineer; Programmer; Hacker,2 - 5 years,"$110,000 - $120,000",C; Go; Ruby; SQL
United States,Developer; Programmer; Sr. Developer; Manager; Full-stack Developer,11+ years,"$110,000 - $120,000",Android; C#; JavaScript; SQL; SQL Server; Windows Phone; WordPress
Canada,Sr. Developer,11+ years,"$110,000 - $120,000","Cloud (AWS, GAE, Azure, etc.); Java"
United States,Developer; Engineer; Programmer; Sr. Developer; Expert; Hacker,11+ years,"$110,000 - $120,000",C; C++
Canada,Sr. Developer; Manager,11+ years,"$110,000 - $120,000",iOS; Objective-C; Swift
United Kingdom,Developer; Guru,11+ years,"$110,000 - $120,000",R
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000",C; C++; C#; Matlab; Perl; R
United States,Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",C#; PHP; SQL; SQL Server
United States,Engineer; Sr. Developer,6 - 10 years,"$110,000 - $120,000",Java; MongoDB; Python
Switzerland,Engineer; Programmer; Hacker,1 - 2 years,"$110,000 - $120,000",R
United States,Developer; Engineer; Manager,11+ years,"$110,000 - $120,000",C++; Java; Perl
United Kingdom,Expert,2 - 5 years,"$110,000 - $120,000",C#; F#
United States,Sr. Developer; Ninja; Guru; Expert; Full-stack Developer,6 - 10 years,"$110,000 - $120,000",AngularJS; C++; Java; JavaScript; Node.js; SQL; SQL Server
United States,Developer; Engineer; Programmer,6 - 10 years,"$110,000 - $120,000","Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; Node.js; Objective-C; SQL; Swift"
India,Developer; Engineer; Programmer,1 - 2 years,"$110,000 - $120,000","Arduino / Raspberry Pi; C; C++; Cloud (AWS, GAE, Azure, etc.); Go; MongoDB; Node.js; Python; Rust"
Switzerland,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,6 - 10 years,"$110,000 - $120,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL Server"
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000",C; Cassandra; CoffeeScript; Scala; Spark
Norway,Developer; Engineer; Programmer,11+ years,"$110,000 - $120,000",C; C++; Ruby
Israel,Developer; Programmer; Sr. Developer; Ninja; Guru; Hacker,6 - 10 years,"$110,000 - $120,000","C; C++; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; Node.js; PHP; Python; WordPress"
Canada,Sr. Developer; Rockstar,11+ years,"$110,000 - $120,000",C; C++
United States,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000",C#; SharePoint; SQL; SQL Server; Visual Basic
France,Developer; Engineer; Programmer; Full-stack Developer,11+ years,"$110,000 - $120,000",Dart
Norway,Programmer,11+ years,"$110,000 - $120,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; Python"
Ukraine,Sr. Developer; Ninja; Full-stack Developer,6 - 10 years,"$110,000 - $120,000",C; JavaScript; Node.js; Ruby; Rust
United States,Programmer,11+ years,"$110,000 - $120,000",C++
Germany,Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",Go; JavaScript; Python; ReactJS
Switzerland,Developer,6 - 10 years,"$110,000 - $120,000",JavaScript; PHP; SQL; WordPress
United States,Developer; Programmer; Sr. Developer; Ninja; Expert; Full-stack Developer; Hacker,6 - 10 years,"$110,000 - $120,000","AngularJS; Cordova; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; Node.js; PHP; SQL; WordPress"
United States,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Full-stack Developer,11+ years,"$110,000 - $120,000","Android; Arduino / Raspberry Pi; AngularJS; C++; C#; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; ReactJS; Ruby; SQL; SQL Server"
Austria,Full-stack Developer,6 - 10 years,"$110,000 - $120,000",CoffeeScript; JavaScript; Ruby
United States,Sr. Developer; Guru,11+ years,"$110,000 - $120,000",C#; SQL Server; Visual Basic
Canada,Developer,6 - 10 years,"$110,000 - $120,000",Android; C#; iOS
United States,Developer; Engineer; Sr. Developer,6 - 10 years,"$110,000 - $120,000",AngularJS; C#; JavaScript; MongoDB; Python; SQL Server
Belgium,Developer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000",C#; JavaScript; SQL Server; Visual Basic
United States,Engineer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$110,000 - $120,000",JavaScript; LAMP
Australia,Developer; Programmer; Sr. Developer; Rockstar,11+ years,"$110,000 - $120,000",C; C++; iOS; Java; JavaScript; Node.js; Objective-C; Perl; Python; SQL; SQL Server; Visual Basic; WordPress
United States,Developer; Manager,11+ years,"$110,000 - $120,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js; PHP; SQL; WordPress"
Denmark,Developer; Programmer; Sr. Developer; Rockstar; Full-stack Developer,11+ years,"$110,000 - $120,000",AngularJS; JavaScript; MongoDB; Node.js; PHP
,Sr. Developer; Rockstar,6 - 10 years,"$110,000 - $120,000",JavaScript; MongoDB; PHP; Python; ReactJS
Israel,Developer; Programmer; Guru; Expert; Full Stack Overflow Developer,11+ years,"$110,000 - $120,000",Arduino / Raspberry Pi; C; C++; C#; Java; Visual Basic
Germany,Full-stack Developer,11+ years,"$110,000 - $120,000",Android; C++; Python; Ruby; SQL
Netherlands,Developer; Expert; Full-stack Developer,11+ years,"$110,000 - $120,000",Android; C#; Java; JavaScript; Python; SQL
United States,Sr. Developer,11+ years,"$110,000 - $120,000",Java; SQL; SQL Server
Germany,Engineer,2 - 5 years,"$110,000 - $120,000",Android; Java; Node.js; PHP; SQL; WordPress
United States,Developer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000",Android; AngularJS; C; Java; JavaScript; Redis; Ruby; SQL
United States,Developer; Engineer; Sr. Developer; Full-stack Developer,6 - 10 years,"$110,000 - $120,000",Java; JavaScript; Scala
Germany,Developer; Sr. Developer; Expert; Full-stack Developer,11+ years,"$110,000 - $120,000",CoffeeScript; JavaScript; Node.js; PHP; ReactJS
United States,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Full-stack Developer,11+ years,"$110,000 - $120,000",C; C#; JavaScript; LAMP; PHP; SQL
United States,Developer,11+ years,"$110,000 - $120,000",C#
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Hacker,11+ years,"$110,000 - $120,000",Android; AngularJS; iOS; JavaScript; LAMP; MongoDB; Node.js; Objective-C; PHP; SQL; Swift
Australia,Sr. Developer,11+ years,"$110,000 - $120,000",Visual Basic
Czech Republic,Engineer; Expert; Hacker,11+ years,"$110,000 - $120,000",Java; Python; Ruby; SQL
United Kingdom,Developer; Engineer; Sr. Developer; Expert,11+ years,"$110,000 - $120,000",Android; Java; JavaScript
Costa Rica,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$110,000 - $120,000",JavaScript; ReactJS; Redis; Ruby; Scala; SQL; WordPress
United States,Engineer,6 - 10 years,"$110,000 - $120,000","Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; Python"
United Kingdom,Developer; Engineer; Programmer; Sr. Developer; Ninja; Full-stack Developer,6 - 10 years,"$110,000 - $120,000",JavaScript; Node.js; ReactJS
United Kingdom,Developer; Programmer; Expert; Full-stack Developer,6 - 10 years,"$110,000 - $120,000",AngularJS; iOS; JavaScript; Node.js; Python; Redis; SQL
Sweden,Developer; Engineer; Programmer; Sr. Developer; Guru; Expert; Hacker,11+ years,"$110,000 - $120,000","Android; Arduino / Raspberry Pi; C; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; LAMP; Node.js; PHP; Python; SQL; SQL Server"
Canada,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,6 - 10 years,"$110,000 - $120,000","CoffeeScript; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; ReactJS; Scala; SQL"
Germany,Developer; Engineer; Programmer; Manager; Ninja; Full-stack Developer,2 - 5 years,"$110,000 - $120,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; PHP; SQL"
Germany,Developer; Engineer; Full-stack Developer; Full Stack Overflow Developer,11+ years,"$110,000 - $120,000",AngularJS; CoffeeScript; JavaScript; MongoDB; Node.js; SQL
Netherlands,Developer; Hacker,6 - 10 years,"$110,000 - $120,000",CoffeeScript; JavaScript; LAMP; Node.js; PHP; SQL; WordPress
Belgium,Engineer; Sr. Developer; Expert,11+ years,"$110,000 - $120,000",Java
United States,Developer; Programmer; Sr. Developer; Expert; Full-stack Developer,11+ years,"$110,000 - $120,000",C; Dart; JavaScript; LAMP; Node.js; PHP; SQL
United Kingdom,Engineer; Full-stack Developer,6 - 10 years,"$110,000 - $120,000",AngularJS; C#; JavaScript; Redis; SQL; SQL Server
