country,self_identification,experience_range,salary_range,tech_do
Brazil,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"Less than $10,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; MongoDB; PHP"
Dominican Republic,Developer; Full-stack Developer,2 - 5 years,"Less than $10,000",Java; JavaScript; SQL
Hungary,Programmer,6 - 10 years,"Less than $10,000",JavaScript; PHP; SQL
India,Developer; Engineer; Programmer,1 - 2 years,"Less than $10,000",C++; Java; JavaScript; PHP; ReactJS
Poland,Developer; Engineer; Programmer,Less than 1 year,"Less than $10,000",C#
,Developer; Engineer; Programmer; Full-stack Developer,1 - 2 years,"Less than $10,000",Java; JavaScript; SQL; SQL Server
Armenia,Developer; Programmer; Expert; Full-stack Developer,11+ years,"Less than $10,000",AngularJS; JavaScript; PHP
Brazil,Developer; Programmer; Full-stack Developer,1 - 2 years,"Less than $10,000",AngularJS; C#; JavaScript; MongoDB; Node.js; SQL; SQL Server
India,Sr. Developer,6 - 10 years,"Less than $10,000",SQL
India,Developer,2 - 5 years,"Less than $10,000",JavaScript; PHP; WordPress
India,Developer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"Less than $10,000",JavaScript; PHP; SQL
Indonesia,Developer; Programmer,2 - 5 years,"Less than $10,000",Android; C#; Java; JavaScript; LAMP; PHP; SQL; SQL Server; Visual Basic
Iran,Engineer,11+ years,"Less than $10,000",AngularJS; C#; JavaScript; Node.js; SQL Server
Pakistan,Developer,Less than 1 year,"Less than $10,000",C++; Java; SQL
Pakistan,Sr. Developer,2 - 5 years,"Less than $10,000",Android; AngularJS; C#; Java; JavaScript; SQL; SQL Server; Windows Phone
Philippines,Full-stack Developer,1 - 2 years,"Less than $10,000",JavaScript; PHP; ReactJS
Russian Federation,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",C++; Python
Argentina,Developer; Programmer; Full-stack Developer,Less than 1 year,"Less than $10,000",Java; JavaScript
Brazil,Developer; Engineer; Programmer; Expert,6 - 10 years,"Less than $10,000",C++; SQL
Brazil,Developer; Programmer; Rockstar,6 - 10 years,"Less than $10,000",JavaScript; PHP; WordPress
Bulgaria,Developer; Programmer,1 - 2 years,"Less than $10,000",C#; JavaScript; SQL; SQL Server
India,Developer; Engineer,2 - 5 years,"Less than $10,000",Java; Python
India,Developer; Programmer,Less than 1 year,"Less than $10,000",Arduino / Raspberry Pi; C; C++; Java; Matlab; SQL
India,Developer; Engineer; Rockstar,Less than 1 year,"Less than $10,000",JavaScript; PHP
India,Developer; Engineer; Programmer,Less than 1 year,"Less than $10,000",Java
India,Developer,1 - 2 years,"Less than $10,000",C++; Java; JavaScript; SQL
India,Developer; Programmer,1 - 2 years,"Less than $10,000",Android; Java; JavaScript; SQL
India,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",C#; SQL; SQL Server
India,Sr. Developer; Rockstar; Guru,2 - 5 years,"Less than $10,000",Android; iOS; Java; Objective-C
Indonesia,Developer; Engineer,2 - 5 years,"Less than $10,000",Java
Mexico,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",Java; Objective-C; Ruby; SQL
Mexico,Developer; Engineer; Programmer; Ninja,2 - 5 years,"Less than $10,000",Java; JavaScript; Node.js
Netherlands,Manager; Rockstar; Expert,6 - 10 years,"Less than $10,000",Arduino / Raspberry Pi; SharePoint; SQL; SQL Server; WordPress
Pakistan,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",Android; C++; Java; JavaScript; SQL
Poland,Developer; Engineer; Programmer,1 - 2 years,"Less than $10,000",Android; C#; Java; JavaScript; SQL
Romania,Developer; Programmer,1 - 2 years,"Less than $10,000",AngularJS; JavaScript
Russian Federation,Sr. Developer,2 - 5 years,"Less than $10,000",Go; Java; Redis; SQL
Russian Federation,Developer; Programmer,2 - 5 years,"Less than $10,000",AngularJS; JavaScript; Node.js; Redis; Ruby; SQL
Russian Federation,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",C; C++; C#; JavaScript; SQL; SQL Server
Russian Federation,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",C++; C#
Sri Lanka,Developer,Less than 1 year,"Less than $10,000",iOS; Swift
Ukraine,Developer; Programmer,1 - 2 years,"Less than $10,000",C#; Objective-C
Mexico,Developer; Engineer; Programmer; Ninja; Guru; Expert,6 - 10 years,"Less than $10,000",C#; Java; JavaScript; PHP; SQL; WordPress
Portugal,Developer,1 - 2 years,"Less than $10,000",Android; Java; JavaScript; Objective-C; PHP; SQL; SQL Server
Armenia,Developer,Less than 1 year,"Less than $10,000",Objective-C
Bangladesh,Developer; Programmer; Sr. Developer; Manager; Full-stack Developer,6 - 10 years,"Less than $10,000",AngularJS; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; ReactJS; Redis; SQL
Brazil,Developer; Engineer; Full-stack Developer,6 - 10 years,"Less than $10,000",Android; C; C++; Java; JavaScript; SQL
Brazil,Developer,1 - 2 years,"Less than $10,000",C#; Cordova; JavaScript; SharePoint
Bulgaria,Developer,2 - 5 years,"Less than $10,000","Android; AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; MongoDB; Node.js; Perl; SQL"
Croatia,Developer; Sr. Developer; Full-stack Developer,6 - 10 years,"Less than $10,000",Ruby; WordPress
India,Developer; Engineer; Sr. Developer,2 - 5 years,"Less than $10,000",C#; JavaScript; SharePoint; SQL; SQL Server; Visual Basic
India,Developer; Engineer; Full-stack Developer,2 - 5 years,"Less than $10,000",AngularJS; JavaScript; PHP
India,Developer; Programmer; Ninja,1 - 2 years,"Less than $10,000","Android; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; MongoDB; PHP; Python; SQL; WordPress"
Pakistan,Developer; Engineer; Programmer; Manager; Ninja,2 - 5 years,"Less than $10,000",iOS; Objective-C; Swift
Ukraine,Developer,Less than 1 year,"Less than $10,000",JavaScript
Ukraine,Developer,Less than 1 year,"Less than $10,000",iOS; Objective-C
Belarus,Developer; Engineer; Programmer; Full Stack Overflow Developer,6 - 10 years,"Less than $10,000",Android; AngularJS; Java; JavaScript
Brazil,Developer,2 - 5 years,"Less than $10,000",C#; iOS; Java; Objective-C
Egypt,Engineer,1 - 2 years,"Less than $10,000",C++
Greece,Programmer,2 - 5 years,"Less than $10,000",Android; JavaScript; SQL; SQL Server; WordPress
India,Developer; Programmer; Ninja,2 - 5 years,"Less than $10,000",C; C#; Hadoop; MongoDB; SQL; Visual Basic
India,Developer,1 - 2 years,"Less than $10,000",C#; JavaScript; SQL Server
India,Developer; Programmer; Sr. Developer; Manager; Rockstar,2 - 5 years,"Less than $10,000",C#; JavaScript; Node.js; PHP
India,Developer; Engineer; Programmer,1 - 2 years,"Less than $10,000",C#; JavaScript; SQL; SQL Server
India,Developer,Less than 1 year,"Less than $10,000",JavaScript
India,Developer; Engineer; Programmer; Sr. Developer,2 - 5 years,"Less than $10,000",Android
India,Developer,Less than 1 year,"Less than $10,000",C++; Java
India,Developer; Engineer; Programmer; Sr. Developer,2 - 5 years,"Less than $10,000",iOS; PHP; SQL
India,Developer; Engineer; Programmer; Ninja; Guru; Expert,2 - 5 years,"Less than $10,000",Android; C; C++; Java; JavaScript; LAMP; Perl; PHP; Python; Ruby; Scala; SQL; WordPress
India,Developer; Engineer; Programmer; Rockstar; Ninja; Full-stack Developer,2 - 5 years,"Less than $10,000",AngularJS; C#; Cassandra; Java; JavaScript; LAMP; MongoDB; Node.js; PHP; Redis; Spark; SQL; SQL Server; WordPress
India,Developer; Engineer; Programmer,Less than 1 year,"Less than $10,000",Android; Java; SQL
India,Engineer,6 - 10 years,"Less than $10,000",PHP; SQL
India,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja,1 - 2 years,"Less than $10,000",Android; AngularJS; C; C++; C#; Java; JavaScript; Salesforce; SQL; SQL Server
India,Developer; Engineer; Programmer,Less than 1 year,"Less than $10,000",Java
India,Ninja,2 - 5 years,"Less than $10,000",AngularJS; Java; JavaScript; LAMP; MongoDB; Node.js; PHP; SQL
Indonesia,Developer; Engineer; Full Stack Overflow Developer,2 - 5 years,"Less than $10,000",C++; iOS; Objective-C; Swift
Pakistan,Developer; Engineer; Programmer,1 - 2 years,"Less than $10,000",JavaScript; LAMP; PHP; WordPress
Philippines,Programmer,1 - 2 years,"Less than $10,000",Android; AngularJS; JavaScript; PHP; SQL; Visual Basic
Poland,Developer,1 - 2 years,"Less than $10,000",JavaScript; PHP; SQL; WordPress
Poland,Developer; Programmer,1 - 2 years,"Less than $10,000",JavaScript; PHP
Romania,Developer; Programmer,2 - 5 years,"Less than $10,000",AngularJS; Java; JavaScript; Python; SQL
Russian Federation,Developer,11+ years,"Less than $10,000",C++; C#; JavaScript
Russian Federation,Developer; Programmer; Sr. Developer,2 - 5 years,"Less than $10,000",Android; C#; Java; JavaScript; Python; SQL
Russian Federation,Developer; Programmer; Full-stack Developer,2 - 5 years,"Less than $10,000",C#; JavaScript; Visual Basic; Windows Phone
Russian Federation,Developer; Programmer; Full-stack Developer,2 - 5 years,"Less than $10,000",Arduino / Raspberry Pi; C++; C#; SQL
South Africa,Developer; Programmer; Rockstar; Ninja; Guru,2 - 5 years,"Less than $10,000",C#; JavaScript; ReactJS; SQL; SQL Server
Turkey,Developer,6 - 10 years,"Less than $10,000",Android; C++; C#; Java; Matlab
Ukraine,Developer,Less than 1 year,"Less than $10,000",C#; JavaScript
Venezuela,Developer; Engineer; Programmer; Sr. Developer; Manager; Full-stack Developer,2 - 5 years,"Less than $10,000",Android; C#; Cordova; iOS; Java; JavaScript; Node.js; PHP; Swift; WordPress
Croatia,Developer; Engineer; Programmer; Full-stack Developer,1 - 2 years,"Less than $10,000",Android; C#; Cordova; Java; JavaScript
Ecuador,Developer,1 - 2 years,"Less than $10,000",Android; AngularJS; Java; JavaScript; MongoDB; Node.js; PHP; Ruby
Serbia,Engineer; Full-stack Developer,2 - 5 years,"Less than $10,000",JavaScript; PHP; Python; SQL
Albania,Developer; Programmer; Full-stack Developer,6 - 10 years,"Less than $10,000",Java; JavaScript; LAMP; PHP; SQL; SQL Server
Germany,Developer; Programmer,2 - 5 years,"Less than $10,000",Android; AngularJS; C#; iOS; JavaScript; Node.js; SQL; SQL Server
India,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",C#; JavaScript; SharePoint; SQL
India,Sr. Developer,2 - 5 years,"Less than $10,000",AngularJS; C#; SQL Server
Macedonia,Developer; Programmer; Guru; Full-stack Developer,2 - 5 years,"Less than $10,000",AngularJS; C#; Cordova; Java; JavaScript; MongoDB; Node.js; ReactJS; SQL; Windows Phone
Nepal,Developer; Programmer,2 - 5 years,"Less than $10,000",C#; Java; JavaScript; SQL; SQL Server
Portugal,Developer,Less than 1 year,"Less than $10,000",JavaScript; PHP
India,Developer,2 - 5 years,"Less than $10,000",Java; Python; R; SQL
India,Developer,Less than 1 year,"Less than $10,000",Android; AngularJS; C; C++; C#; Java; JavaScript; LAMP; Node.js; PHP; Python; Salesforce; SQL; SQL Server
India,Developer,1 - 2 years,"Less than $10,000",Android
India,Developer; Engineer; Programmer,1 - 2 years,"Less than $10,000",Android; C++; Java; WordPress
India,Developer; Programmer,2 - 5 years,"Less than $10,000",Android; C; C++; Java; JavaScript; SQL; SQL Server; Visual Basic
India,Developer; Engineer; Ninja,1 - 2 years,"Less than $10,000",Android; C; Java
India,Engineer; Full-stack Developer,1 - 2 years,"Less than $10,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Python"
Lithuania,Developer; Programmer,Less than 1 year,"Less than $10,000",AngularJS; C#; Java; Node.js; PHP; SQL; SQL Server
Pakistan,Programmer,2 - 5 years,"Less than $10,000",JavaScript; PHP
Russian Federation,Developer,2 - 5 years,"Less than $10,000",Java; SQL
Sri Lanka,Developer; Engineer; Programmer; Full-stack Developer,1 - 2 years,"Less than $10,000",C#; Java; JavaScript; PHP; SQL
Thailand,Programmer,2 - 5 years,"Less than $10,000",Android; C#; SQL
Ukraine,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",AngularJS; JavaScript
Vietnam,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,2 - 5 years,"Less than $10,000",AngularJS; C#; Java; JavaScript; Node.js; SQL; SQL Server
Brazil,Developer; Programmer; Manager,2 - 5 years,"Less than $10,000",
Colombia,Developer; Engineer,Less than 1 year,"Less than $10,000",LAMP; MongoDB; Python; WordPress
Colombia,Developer; Programmer,1 - 2 years,"Less than $10,000",JavaScript; Node.js; Swift
Czech Republic,Developer; Programmer,6 - 10 years,"Less than $10,000",Android; Arduino / Raspberry Pi; Java; JavaScript; LAMP; Python; SQL
India,Developer; Engineer; Full-stack Developer,1 - 2 years,"Less than $10,000",AngularJS; JavaScript; MongoDB; Python
India,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",C; JavaScript; LAMP; Perl; PHP
India,Developer; Programmer,2 - 5 years,"Less than $10,000",C#; JavaScript; PHP; SQL Server; Visual Basic
India,Developer; Engineer; Programmer; Sr. Developer; Manager,2 - 5 years,"Less than $10,000","AngularJS; C++; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; MongoDB; Perl; PHP; SQL; WordPress"
India,Developer; Programmer,Less than 1 year,"Less than $10,000",JavaScript; LAMP; PHP; SQL
India,Developer; Full-stack Developer,1 - 2 years,"Less than $10,000",Android; AngularJS; Cordova; Java; JavaScript; MongoDB; Node.js; SQL
India,Programmer,2 - 5 years,"Less than $10,000",JavaScript; PHP; SQL
India,Developer; Programmer; Sr. Developer,2 - 5 years,"Less than $10,000",JavaScript; LAMP; PHP; Redis; WordPress
India,Developer,1 - 2 years,"Less than $10,000",C#; iOS
India,Developer,2 - 5 years,"Less than $10,000",Android
Kenya,Developer; Programmer; Sr. Developer; Guru; Expert,2 - 5 years,"Less than $10,000",JavaScript; LAMP; PHP; SQL
Nepal,Developer,2 - 5 years,"Less than $10,000",Android; C#
Nigeria,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Expert,2 - 5 years,"Less than $10,000",Android; AngularJS; C#; Java; JavaScript; Node.js; SQL; SQL Server
Pakistan,Developer; Programmer; Ninja; Expert,1 - 2 years,"Less than $10,000",PHP; Python; Ruby
Pakistan,Developer; Programmer; Full-stack Developer,6 - 10 years,"Less than $10,000",Android; C#; SQL; SQL Server
Philippines,Developer; Programmer; Full-stack Developer,1 - 2 years,"Less than $10,000",Java; JavaScript; SQL
Portugal,Developer; Programmer; Sr. Developer; Ninja; Guru,Less than 1 year,"Less than $10,000",AngularJS; Java; SQL
Russian Federation,Developer; Programmer; Ninja; Full-stack Developer,2 - 5 years,"Less than $10,000",AngularJS; Go; JavaScript; Node.js; Python; SQL
Sri Lanka,Programmer,2 - 5 years,"Less than $10,000",Android; Java; PHP; SQL; Windows Phone
Ukraine,Developer; Full-stack Developer,1 - 2 years,"Less than $10,000",JavaScript; Python; ReactJS; SQL
Ukraine,Developer; Programmer,1 - 2 years,"Less than $10,000",Java
Spain,Developer; Engineer; Programmer; Full-stack Developer,Less than 1 year,"Less than $10,000",Arduino / Raspberry Pi; C; C++; JavaScript; Python
Czech Republic,Developer; Programmer,Less than 1 year,"Less than $10,000",C#; Java; JavaScript; SQL
Dominican Republic,Developer,2 - 5 years,"Less than $10,000","Android; AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); F#; JavaScript; MongoDB; Redis; SQL; SQL Server; Windows Phone"
Poland,Developer,2 - 5 years,"Less than $10,000",Java; SQL
Spain,Developer; Engineer; Programmer; Sr. Developer; Expert,11+ years,"Less than $10,000",AngularJS; Java; JavaScript; LAMP; Node.js; PHP; SQL; Visual Basic; WordPress
Belarus,Developer,2 - 5 years,"Less than $10,000",C#; Windows Phone
India,Developer; Programmer,2 - 5 years,"Less than $10,000",Visual Basic
India,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",Android; iOS; Java
India,Developer; Programmer; Sr. Developer,6 - 10 years,"Less than $10,000",Android; Java; JavaScript; PHP; Redis; SQL
India,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"Less than $10,000",AngularJS; Cassandra; Java; JavaScript; MongoDB; Scala; SQL; SQL Server
India,Sr. Developer; Expert,6 - 10 years,"Less than $10,000",Java; JavaScript; LAMP; SharePoint
India,Developer; Engineer; Expert,1 - 2 years,"Less than $10,000",C#; Java; JavaScript; SQL Server
India,Developer; Engineer; Programmer; Ninja,1 - 2 years,"Less than $10,000",C; Python
India,Full-stack Developer,Less than 1 year,"Less than $10,000",PHP; Ruby
Brazil,Developer; Programmer,2 - 5 years,"Less than $10,000",Android; C#; PHP; SQL
Brazil,Developer; Programmer; Manager,6 - 10 years,"Less than $10,000",Android; Java; PHP; SQL
Germany,Developer; Programmer,6 - 10 years,"Less than $10,000",Android; C; C++; Java; PHP; SQL
India,Programmer,2 - 5 years,"Less than $10,000",Android; C; C++; Java; Swift
India,Developer; Programmer; Sr. Developer,2 - 5 years,"Less than $10,000",Android
India,Developer,1 - 2 years,"Less than $10,000",Java
India,Programmer,1 - 2 years,"Less than $10,000",C; C++; C#; Hadoop
India,Developer; Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"Less than $10,000",Android; AngularJS; C; C++; Java; JavaScript; Node.js; PHP; Ruby; SQL; SQL Server
India,Developer; Engineer; Programmer,1 - 2 years,"Less than $10,000",AngularJS; C#; JavaScript; R
India,Developer; Engineer; Programmer; Guru,Less than 1 year,"Less than $10,000",iOS; Objective-C
India,Developer; Engineer; Programmer,1 - 2 years,"Less than $10,000",Arduino / Raspberry Pi; Java
India,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",AngularJS; C#; JavaScript; SharePoint; SQL; SQL Server; Visual Basic
Indonesia,Developer; Programmer,2 - 5 years,"Less than $10,000",C#; PHP; SQL; Visual Basic
Indonesia,Developer; Engineer; Programmer; Sr. Developer; Manager,2 - 5 years,"Less than $10,000",Android; C#; Java; PHP; SQL; SQL Server
Italy,Developer; Engineer,Less than 1 year,"Less than $10,000",AngularJS; Java; JavaScript; PHP; SQL
Kyrgyzstan,Developer; Engineer; Programmer; Rockstar; Full-stack Developer,1 - 2 years,"Less than $10,000",Android; C++; C#; Java; JavaScript; MongoDB; Node.js
Pakistan,Developer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer,1 - 2 years,"Less than $10,000",C#; JavaScript; Node.js; SQL; SQL Server
Pakistan,Developer; Engineer; Programmer,1 - 2 years,"Less than $10,000",C#
Russian Federation,Developer,Less than 1 year,"Less than $10,000",AngularJS; CoffeeScript; JavaScript; PHP
Russian Federation,Developer; Engineer; Programmer; Full-stack Developer,1 - 2 years,"Less than $10,000",JavaScript; PHP; Redis; SQL
Russian Federation,Developer; Programmer,2 - 5 years,"Less than $10,000",C#
Argentina,Developer; Programmer; Sr. Developer; Expert; Full-stack Developer,11+ years,"Less than $10,000",C; JavaScript; LAMP; Node.js; Perl; PHP; Python; SQL; WordPress
Greece,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",Android; Java
India,Developer; Programmer; Sr. Developer,2 - 5 years,"Less than $10,000",Java; SQL
India,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Expert; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"Less than $10,000",C; C++; iOS; Objective-C; SQL; Swift
Poland,Developer; Programmer; Full-stack Developer,1 - 2 years,"Less than $10,000",Android; C#; Java; SQL; SQL Server
Poland,Developer; Programmer; Full-stack Developer,,"Less than $10,000",JavaScript; PHP; SQL
Portugal,Developer,2 - 5 years,"Less than $10,000",JavaScript; LAMP; Node.js; PHP; SQL; WordPress
Romania,Developer; Programmer; Full-stack Developer,2 - 5 years,"Less than $10,000",JavaScript; LAMP; PHP; SQL; WordPress
Bangladesh,Developer; Engineer; Programmer; Full-stack Developer,1 - 2 years,"Less than $10,000",Android; C; C++; Java; JavaScript; PHP
Brazil,Developer; Programmer,1 - 2 years,"Less than $10,000",C; C++; Python
Brazil,Developer; Programmer,1 - 2 years,"Less than $10,000",Java; JavaScript; Python; SQL; Visual Basic; WordPress
Brazil,Engineer; Full-stack Developer,6 - 10 years,"Less than $10,000",Arduino / Raspberry Pi; C; C++; Java; Python; SQL
Greece,Developer; Engineer; Programmer; Rockstar,2 - 5 years,"Less than $10,000",C#
India,Developer; Programmer; Rockstar,1 - 2 years,"Less than $10,000",Android; Java
India,Developer,Less than 1 year,"Less than $10,000",JavaScript; PHP
India,Sr. Developer,2 - 5 years,"Less than $10,000",Android; C; Java; Python
India,Developer,Less than 1 year,"Less than $10,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; Python; WordPress"
India,Developer; Programmer; Sr. Developer,2 - 5 years,"Less than $10,000",C#; Java; SQL; SQL Server; Visual Basic
India,Sr. Developer,2 - 5 years,"Less than $10,000",AngularJS; JavaScript; PHP; SQL; WordPress
India,Developer,Less than 1 year,"Less than $10,000",JavaScript; PHP; WordPress
India,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",iOS; Objective-C
India,Developer; Programmer; Sr. Developer,2 - 5 years,"Less than $10,000",iOS; Objective-C
Iran,Developer; Engineer; Programmer; Expert,6 - 10 years,"Less than $10,000",C#; JavaScript; SQL Server
Sri Lanka,Developer; Engineer; Programmer,Less than 1 year,"Less than $10,000",Android; C#; Java; SQL; SQL Server; WordPress
Bulgaria,Developer; Programmer,6 - 10 years,"Less than $10,000",JavaScript; PHP; SQL; WordPress
Ghana,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Hacker,6 - 10 years,"Less than $10,000",Android; C#; Java; JavaScript; PHP; SQL; SQL Server
India,Developer; Programmer,2 - 5 years,"Less than $10,000",Android; Java; PHP; Windows Phone
India,Developer; Engineer; Programmer; Sr. Developer; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"Less than $10,000",Cordova; iOS; Objective-C; SQL; Swift
India,Developer; Engineer; Programmer,1 - 2 years,"Less than $10,000",Java
India,Developer; Programmer,2 - 5 years,"Less than $10,000",Android; C#; Java; JavaScript; MongoDB
India,Sr. Developer,2 - 5 years,"Less than $10,000",AngularJS; Java; JavaScript; SQL Server
India,Developer; Programmer; Full-stack Developer,2 - 5 years,"Less than $10,000",AngularJS; JavaScript
India,Developer; Programmer,1 - 2 years,"Less than $10,000",JavaScript
India,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,2 - 5 years,"Less than $10,000",Android; Java
India,Developer; Engineer; Programmer; Rockstar; Ninja,Less than 1 year,"Less than $10,000","C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL Server"
India,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,2 - 5 years,"Less than $10,000",C#; JavaScript; Redis; SQL; SQL Server
India,Developer; Programmer,2 - 5 years,"Less than $10,000",Android
Indonesia,Developer; Programmer,6 - 10 years,"Less than $10,000",JavaScript; PHP; SQL; WordPress
Iran,Developer; Programmer; Sr. Developer,2 - 5 years,"Less than $10,000",C#; Java; SQL; SQL Server
Pakistan,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",C; C++; C#; Java; Windows Phone
Philippines,Developer; Programmer; Ninja,2 - 5 years,"Less than $10,000",Android; Java; JavaScript; Python; ReactJS
Philippines,Developer; Engineer; Programmer; Rockstar,2 - 5 years,"Less than $10,000",PHP; SQL
Qatar,Developer,1 - 2 years,"Less than $10,000",C; C++; iOS; SQL; Swift
Romania,Developer,1 - 2 years,"Less than $10,000",AngularJS; JavaScript
Russian Federation,Developer; Engineer; Programmer,6 - 10 years,"Less than $10,000",C; C++; Java; LAMP; Python; SQL
Russian Federation,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",Arduino / Raspberry Pi; Java; LAMP; Matlab; SQL
India,Developer,2 - 5 years,"Less than $10,000",C; C++; Java; JavaScript; Python
Ukraine,Developer; Rockstar,2 - 5 years,"Less than $10,000",AngularJS; CoffeeScript; iOS; JavaScript; MongoDB; Objective-C; PHP; Python; Redis; Ruby
Bulgaria,Developer; Programmer; Full-stack Developer,2 - 5 years,"Less than $10,000",Java; JavaScript; PHP; SQL
India,Developer; Engineer,1 - 2 years,"Less than $10,000",Android; C; C++; C#
Romania,Programmer,2 - 5 years,"Less than $10,000",LAMP; Python; WordPress
Bangladesh,Developer,1 - 2 years,"Less than $10,000",JavaScript; PHP
Brazil,Developer; Engineer; Programmer; Hacker,2 - 5 years,"Less than $10,000",C; C++
Brazil,Developer; Programmer; Sr. Developer; Ninja; Hacker,2 - 5 years,"Less than $10,000",C; C++; Dart; JavaScript; PHP; Python; SQL
India,Developer; Engineer; Programmer; Sr. Developer; Guru,2 - 5 years,"Less than $10,000",Arduino / Raspberry Pi; C; C++; C#; Matlab; Perl; PHP; Python; SQL; Visual Basic
India,Developer,1 - 2 years,"Less than $10,000",C++
India,Developer; Engineer; Sr. Developer,2 - 5 years,"Less than $10,000",Java; Perl
India,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,2 - 5 years,"Less than $10,000",JavaScript; PHP; WordPress
India,Developer; Engineer; Programmer,1 - 2 years,"Less than $10,000",AngularJS; JavaScript; MongoDB; Python
India,Developer; Engineer; Programmer; Sr. Developer; Guru,1 - 2 years,"Less than $10,000",iOS; Objective-C
India,Developer; Programmer; Sr. Developer,2 - 5 years,"Less than $10,000",Android; Java; JavaScript; MongoDB; SQL Server
India,Developer,2 - 5 years,"Less than $10,000",Android; AngularJS; Cordova; Java; JavaScript
India,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",C
Malaysia,Developer; Rockstar; Ninja,1 - 2 years,"Less than $10,000",C#; JavaScript; SQL Server
Malaysia,Sr. Developer,2 - 5 years,"Less than $10,000",AngularJS; JavaScript; PHP
"Myanmar, {Burma}",Developer; Programmer,2 - 5 years,"Less than $10,000",PHP
Brazil,Developer; Engineer; Programmer; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"Less than $10,000",Java; JavaScript; PHP; SQL
India,Developer,2 - 5 years,"Less than $10,000",iOS; Objective-C
India,Developer; Engineer; Programmer,2 - 5 years,"Less than $10,000",C; C++
India,Developer,1 - 2 years,"Less than $10,000",C#
India,Developer; Engineer; Programmer; Rockstar,2 - 5 years,"Less than $10,000",C++; C#; PHP; SQL; SQL Server; Visual Basic; WordPress
India,Developer,2 - 5 years,"Less than $10,000",
India,Developer,2 - 5 years,"Less than $10,000",Cordova; JavaScript
India,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer; Hacker,2 - 5 years,"Less than $10,000",JavaScript; LAMP; PHP; Redis; SQL; SQL Server; WordPress
India,Developer; Engineer; Programmer; Sr. Developer,2 - 5 years,"Less than $10,000",Android; C; Java; PHP
India,Developer; Engineer,Less than 1 year,"Less than $10,000",Java
India,Sr. Developer,1 - 2 years,"Less than $10,000",Android; C++; C#; iOS; Java; Objective-C; PHP
India,Programmer,Less than 1 year,"Less than $10,000",Java; SQL
India,Developer; Engineer; Programmer; Full-stack Developer,1 - 2 years,"Less than $10,000",CoffeeScript; Hadoop; Java; JavaScript; PHP; Python; Scala; Spark; SQL; Visual Basic
Indonesia,Programmer,2 - 5 years,"Less than $10,000",iOS; Objective-C; Swift
Iran,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"Less than $10,000",AngularJS; C#; Cordova; Java; JavaScript; Node.js; PHP; Python; Redis; SQL; SQL Server
Mexico,Developer; Engineer,Less than 1 year,"Less than $10,000",C#; JavaScript; PHP; SQL
Pakistan,Developer; Engineer; Programmer,1 - 2 years,"Less than $10,000",JavaScript; PHP; Ruby; SQL; WordPress
